CRUISE,VESSEL,YEAR,SEASON,STATION,STRATUM,TOW,OPERATION_STATUS,SHG,TOGA,TYPE_CODE,TYPE_COMMENT,OPERATION_CODE,OPERATION_COMMENT,GEAR_CODE,GEAR_COMMENT,ACQUISITION_CODE,ACQUISITION_COMMENT,DECDEG_BEGLAT,DECDEG_BEGLON,DECDEG_ENDLAT,DECDEG_ENDLON,TOW_DURATION (min),BEGIN_TOW_DATE,BEGIN_TOW_TIME,END_TOW_DATE,END_TOW_TIME,AVG_DEPTH (m),BOTTOM_TEMP (deg C),BOTTOM_SALINITY (PSU),SURFACE_TEMP (deg C),SURFACE_SALINITY (PSU),SVSPP,LOGGED_SPECIES_NAME,EXPANDED_CATCH_WT (kg),EXPANDED_CATCH_NUMBER
197003,AL,1970,SPRING,6013,1240,8,Non-Representative,211,,, ,, ,, ,, ,41.683333,-69.633333,,,30,4/9/1970,18:41,4/9/1970 0:00,7:11:00 PM,129,5.8,,4.3,,84,Brosme brosme (cusk),6.8,
197003,AL,1970,SPRING,6017,1240,9,Non-Representative,211,,, ,, ,, ,, ,41.466667,-69.016667,,,30,4/16/1970,2:20,4/16/1970 0:00,2:50:00 AM,148,5.1,,5.2,,84,Brosme brosme (cusk),0.5,2
197006,AL,1970,FALL,157,1180,2,Representative,123,,, ,, ,, ,, ,41.833333,-65.716667,,,30,10/29/1970,17:56,10/29/1970 0:00,6:26:00 PM,255,8,,13.4,,84,Brosme brosme (cusk),8.2,3
197006,AL,1970,FALL,158,1180,3,Representative,123,,, ,, ,, ,, ,41.95,-65.733333,,,30,10/29/1970,20:34,10/29/1970 0:00,9:04:00 PM,247,7.2,,13,,84,Brosme brosme (cusk),3.6,1
197006,AL,1970,FALL,167,1210,2,Representative,123,,, ,, ,, ,, ,42.1,-67.233333,,,30,10/30/1970,18:08,10/30/1970 0:00,6:38:00 PM,52,9.9,,12.3,,84,Brosme brosme (cusk),3.2,1
197006,AL,1970,FALL,188,1280,1,Representative,111,,, ,, ,, ,, ,42.166667,-69.616667,,,30,11/6/1970,3:22,11/6/1970 0:00,3:52:00 AM,233,7.3,,11.8,,84,Brosme brosme (cusk),15,1
197006,AL,1970,FALL,191,1240,8,Representative,123,,, ,, ,, ,, ,41.733333,-69.333333,,,30,11/6/1970,18:41,11/6/1970 0:00,7:11:00 PM,190,6.6,,11.2,,84,Brosme brosme (cusk),1.4,2
197006,AL,1970,FALL,192,1240,7,Representative,111,,, ,, ,, ,, ,41.616667,-68.866667,,,30,11/6/1970,21:25,11/6/1970 0:00,9:55:00 PM,141,5.8,,11.2,,84,Brosme brosme (cusk),2.3,1
197006,AL,1970,FALL,195,1240,4,Representative,123,,, ,, ,, ,, ,42.2,-68.966667,,,30,11/7/1970,6:02,11/7/1970 0:00,6:32:00 AM,177,6.7,,11.4,,84,Brosme brosme (cusk),5,1
197006,AL,1970,FALL,196,1240,6,Representative,123,,, ,, ,, ,, ,42.25,-68.783333,,,30,11/7/1970,8:00,11/7/1970 0:00,8:30:00 AM,197,6.7,,11.2,,84,Brosme brosme (cusk),5.4,1
197006,AL,1970,FALL,198,1280,3,Representative,123,,, ,, ,, ,, ,42.533333,-68.9,,,30,11/7/1970,13:11,11/7/1970 0:00,1:41:00 PM,181,6.2,,11.2,,84,Brosme brosme (cusk),17.7,7
197006,AL,1970,FALL,200,1240,5,Representative,123,,, ,, ,, ,, ,42.216667,-68.466667,,,30,11/7/1970,19:56,11/7/1970 0:00,8:26:00 PM,179,6.8,,11.3,,84,Brosme brosme (cusk),4.1,1
197006,AL,1970,FALL,204,1290,6,Representative,123,,, ,, ,, ,, ,42.6,-67.85,,,30,11/8/1970,5:20,11/8/1970 0:00,5:50:00 AM,229,8,,11.2,,84,Brosme brosme (cusk),6.8,1
197006,AL,1970,FALL,209,1290,4,Representative,123,,, ,, ,, ,, ,42.5,-66.633333,,,30,11/8/1970,16:07,11/8/1970 0:00,4:37:00 PM,265,8,,11.4,,84,Brosme brosme (cusk),5.9,2
197006,AL,1970,FALL,212,1290,8,Representative,123,,, ,, ,, ,, ,42.25,-66,,,30,11/8/1970,23:01,11/8/1970 0:00,11:31:00 PM,245,8,,11.2,,84,Brosme brosme (cusk),3.2,1
197006,AL,1970,FALL,215,1490,1,Representative,111,,, ,, ,, ,, ,42.2,-65.316667,,,30,11/9/1970,5:20,11/9/1970 0:00,5:50:00 AM,289,,,11.7,,84,Brosme brosme (cusk),5.9,1
197006,AL,1970,FALL,225,1410,9,Representative,111,,, ,, ,, ,, ,42.8,-64.5,,,30,11/10/1970,1:52,11/10/1970 0:00,2:22:00 AM,103,5.5,,10.4,,84,Brosme brosme (cusk),0.9,1
197006,AL,1970,FALL,239,5430,2,Representative,111,,, ,, ,, ,, ,44.2,-63.7,,,30,11/11/1970,9:25,11/11/1970 0:00,9:55:00 AM,121,4.2,,9.6,,84,Brosme brosme (cusk),0.9,1
197006,AL,1970,FALL,248,1420,6,Representative,111,,, ,, ,, ,, ,43.033333,-64.8,,,30,11/12/1970,7:00,11/12/1970 0:00,7:30:00 AM,100,5,,10.6,,84,Brosme brosme (cusk),0,1
197006,AL,1970,FALL,257,1310,6,Representative,111,,, ,, ,, ,, ,42.866667,-66.616667,,,30,11/13/1970,19:00,11/13/1970 0:00,7:30:00 PM,174,7.3,,10.2,,84,Brosme brosme (cusk),3.2,2
197006,AL,1970,FALL,258,1310,8,Representative,111,,, ,, ,, ,, ,42.75,-66.75,,,30,11/13/1970,21:16,11/13/1970 0:00,9:46:00 PM,172,7.9,,9.9,,84,Brosme brosme (cusk),2.3,2
197006,AL,1970,FALL,262,1360,1,Representative,111,,, ,, ,, ,, ,42.983333,-68.083333,,,30,11/14/1970,8:15,11/14/1970 0:00,8:45:00 AM,174,7.4,,10.6,,84,Brosme brosme (cusk),2.3,2
197006,AL,1970,FALL,263,1360,5,Representative,111,,, ,, ,, ,, ,43.1,-67.8,,,30,11/14/1970,15:15,11/14/1970 0:00,3:45:00 PM,166,6.7,,8.9,,84,Brosme brosme (cusk),2.7,3
197006,AL,1970,FALL,264,1360,6,Representative,111,,, ,, ,, ,, ,43.333333,-67.233333,,,30,11/14/1970,23:46,11/15/1970 0:00,12:16:00 AM,188,6.9,,6.2,,84,Brosme brosme (cusk),0,1
197006,AL,1970,FALL,265,1340,1,Representative,111,,, ,, ,, ,, ,43.466667,-66.583333,,,30,11/15/1970,5:30,11/15/1970 0:00,6:00:00 AM,97,9.2,,10,,84,Brosme brosme (cusk),10,3
197006,AL,1970,FALL,270,1340,3,Representative,111,,, ,, ,, ,, ,43.666667,-66.866667,,,30,11/15/1970,15:54,11/15/1970 0:00,4:24:00 PM,149,7.4,,9.4,,84,Brosme brosme (cusk),5.4,2
197006,AL,1970,FALL,271,1340,4,Representative,123,,, ,, ,, ,, ,43.8,-67.233333,,,30,11/15/1970,17:42,11/15/1970 0:00,6:12:00 PM,179,6.9,,8.8,,84,Brosme brosme (cusk),0.9,1
197006,AL,1970,FALL,275,1350,2,Representative,111,,, ,, ,, ,, ,44.4,-66.683333,,,30,11/17/1970,3:53,11/17/1970 0:00,4:23:00 AM,192,9,,8.8,,84,Brosme brosme (cusk),4.1,2
197006,AL,1970,FALL,278,1350,1,Representative,111,,, ,, ,, ,, ,44.333333,-67.333333,,,30,11/17/1970,13:56,11/17/1970 0:00,2:26:00 PM,174,7.3,,8.8,,84,Brosme brosme (cusk),6.4,1
197006,AL,1970,FALL,281,1380,6,Representative,123,,, ,, ,, ,, ,43.95,-67.8,,,30,11/17/1970,21:00,11/17/1970 0:00,9:30:00 PM,174,7.3,,8.2,,84,Brosme brosme (cusk),2.7,1
197006,AL,1970,FALL,284,1380,4,Representative,111,,, ,, ,, ,, ,43.6,-68.583333,,,30,11/18/1970,10:36,11/18/1970 0:00,11:06:00 AM,128,8.3,,8.9,,84,Brosme brosme (cusk),4.5,1
197006,AL,1970,FALL,287,1380,1,Representative,123,,, ,, ,, ,, ,43.3,-68.516667,,,30,11/18/1970,19:17,11/18/1970 0:00,7:47:00 PM,185,6.3,,10.2,,84,Brosme brosme (cusk),3.6,1
197006,AL,1970,FALL,288,1370,4,Representative,123,,, ,, ,, ,, ,43.216667,-68.633333,,,30,11/18/1970,21:00,11/18/1970 0:00,9:30:00 PM,174,6.3,,10.1,,84,Brosme brosme (cusk),7.3,2
197006,AL,1970,FALL,299,1270,2,Representative,111,,, ,, ,, ,, ,42.783333,-70.05,,,30,11/20/1970,2:47,11/20/1970 0:00,3:17:00 AM,128,9.6,,8.7,,84,Brosme brosme (cusk),5,3
197006,AL,1970,FALL,301,1280,6,Representative,123,,, ,, ,, ,, ,42.733333,-69.516667,,,30,11/20/1970,7:00,11/20/1970 0:00,7:30:00 AM,201,6.7,,9.9,,84,Brosme brosme (cusk),3.6,1
197006,AL,1970,FALL,302,1280,5,Representative,123,,, ,, ,, ,, ,42.583333,-69.9,,,30,11/20/1970,9:37,11/20/1970 0:00,10:07:00 AM,195,6.4,,9.3,,84,Brosme brosme (cusk),3.6,1
197006,AL,1970,FALL,303,1270,1,Representative,111,,, ,, ,, ,, ,42.633333,-69.95,,,30,11/20/1970,11:18,11/20/1970 0:00,11:48:00 AM,170,6.2,,9.5,,84,Brosme brosme (cusk),23.6,4
197006,AL,1970,FALL,308,1280,8,Non-Representative,241,,, ,, ,, ,, ,42.516667,-69.85,,,45,11/20/1970,21:05,11/20/1970 0:00,9:50:00 PM,192,6.5,,9.4,,84,Brosme brosme (cusk),9,
197101,AL,1971,SPRING,81,1170,4,Representative,111,,, ,, ,, ,, ,41.916667,-65.85,41.916667,-65.883333,30,3/21/1971,0:55,3/21/1971 0:00,1:25:00 AM,131,7.6,,2.4,,84,Brosme brosme (cusk),2.7,1
197101,AL,1971,SPRING,84,1290,1,Representative,123,,, ,, ,, ,, ,42.166667,-65.75,42.133333,-65.8,30,3/21/1971,15:18,3/21/1971 0:00,3:48:00 PM,261,,,1.9,,84,Brosme brosme (cusk),4.1,1
197101,AL,1971,SPRING,87,1210,5,Representative,111,,, ,, ,, ,, ,42.15,-66.583333,42.15,-66.616667,30,3/22/1971,2:58,3/22/1971 0:00,3:28:00 AM,102,5.1,,3.6,,84,Brosme brosme (cusk),2.3,1
197101,AL,1971,SPRING,97,1220,2,Representative,111,,, ,, ,, ,, ,42.15,-67.683333,42.133333,-67.716667,30,3/23/1971,7:16,3/23/1971 0:00,7:46:00 AM,192,,,3.7,,84,Brosme brosme (cusk),1.8,2
197101,AL,1971,SPRING,108,1240,1,Representative,111,,, ,, ,, ,, ,41.516667,-69.15,41.533333,-69.183333,30,3/24/1971,6:07,3/24/1971 0:00,6:37:00 AM,165,6.4,,3.5,,84,Brosme brosme (cusk),1.4,2
197101,AL,1971,SPRING,110,1240,4,Representative,111,,, ,, ,, ,, ,41.716667,-68.85,41.716667,-68.883333,30,3/24/1971,13:26,3/24/1971 0:00,1:56:00 PM,156,6.3,,3.8,,84,Brosme brosme (cusk),10.4,1
197101,AL,1971,SPRING,113,1280,1,Representative,123,,, ,, ,, ,, ,41.9,-69.266667,41.933333,-69.283333,30,3/24/1971,22:10,3/24/1971 0:00,10:40:00 PM,209,,,2.9,,84,Brosme brosme (cusk),6.4,1
197101,AL,1971,SPRING,117,1280,3,Representative,123,,, ,, ,, ,, ,42.316667,-69.916667,42.333333,-69.9,30,3/25/1971,9:39,3/25/1971 0:00,10:09:00 AM,201,6.8,,2.9,,84,Brosme brosme (cusk),10,1
197101,AL,1971,SPRING,118,1270,1,Representative,123,,, ,, ,, ,, ,42.366667,-69.95,42.4,-69.933333,30,3/25/1971,11:23,3/25/1971 0:00,11:53:00 AM,170,6.5,,2.9,,84,Brosme brosme (cusk),1.8,1
197101,AL,1971,SPRING,204,1260,5,Representative,111,,, ,, ,, ,, ,42.583333,-70.333333,42.583333,-70.35,30,4/17/1971,20:00,4/17/1971 0:00,8:30:00 PM,105,4.1,,3.7,,84,Brosme brosme (cusk),0.5,1
197101,AL,1971,SPRING,209,1270,4,Representative,123,,, ,, ,, ,, ,43.233333,-69.966667,43.25,-69.966667,30,4/18/1971,11:26,4/18/1971 0:00,11:56:00 AM,124,5.6,,3.5,,84,Brosme brosme (cusk),6.4,3
197101,AL,1971,SPRING,210,1270,3,Representative,111,,, ,, ,, ,, ,43.116667,-69.966667,43.083333,-69.966667,30,4/18/1971,13:23,4/18/1971 0:00,1:53:00 PM,147,5.2,,3.4,,84,Brosme brosme (cusk),0.9,1
197101,AL,1971,SPRING,212,1270,5,Representative,111,,, ,, ,, ,, ,42.8,-70.116667,42.833333,-70.116667,30,4/18/1971,17:40,4/18/1971 0:00,6:10:00 PM,117,5.2,,3.6,,84,Brosme brosme (cusk),11.3,6
197101,AL,1971,SPRING,222,1370,2,Representative,111,,, ,, ,, ,, ,42.833333,-68.533333,42.866667,-68.533333,30,4/20/1971,8:11,4/20/1971 0:00,8:41:00 AM,164,7.4,,4.2,,84,Brosme brosme (cusk),1.8,1
197101,AL,1971,SPRING,225,1370,3,Representative,111,,, ,, ,, ,, ,43.016667,-68.516667,43.033333,-68.55,30,4/20/1971,20:28,4/20/1971 0:00,8:58:00 PM,186,7.1,,4.3,,84,Brosme brosme (cusk),5.9,1
197101,AL,1971,SPRING,230,1380,3,Representative,111,,, ,, ,, ,, ,43.4,-69.35,43.383333,-69.316667,30,4/21/1971,8:11,4/21/1971 0:00,8:41:00 AM,163,6.9,,3.6,,84,Brosme brosme (cusk),10,1
197101,AL,1971,SPRING,232,1380,4,Representative,111,,, ,, ,, ,, ,43.533333,-68.733333,43.55,-68.683333,30,4/21/1971,14:20,4/21/1971 0:00,2:50:00 PM,142,6.2,,4.7,,84,Brosme brosme (cusk),0.9,1
197101,AL,1971,SPRING,233,1380,5,Representative,111,,, ,, ,, ,, ,43.6,-68.25,43.633333,-68.25,30,4/21/1971,17:17,4/21/1971 0:00,5:47:00 PM,181,7.5,,4.9,,84,Brosme brosme (cusk),16.8,2
197101,AL,1971,SPRING,241,1350,1,Representative,111,,, ,, ,, ,, ,44.183333,-67.116667,44.166667,-67.15,30,4/22/1971,8:25,4/22/1971 0:00,8:55:00 AM,122,5.5,,4,,84,Brosme brosme (cusk),3.2,2
197101,AL,1971,SPRING,248,1340,4,Representative,111,,, ,, ,, ,, ,43.583333,-66.666667,43.6,-66.683333,30,4/23/1971,23:38,4/24/1971 0:00,12:08:00 AM,106,4,,3.6,,84,Brosme brosme (cusk),4.1,1
197101,AL,1971,SPRING,250,1340,6,Representative,111,,, ,, ,, ,, ,43.766667,-66.8,43.733333,-66.783333,30,4/24/1971,3:18,4/24/1971 0:00,3:48:00 AM,121,5.5,,4.1,,84,Brosme brosme (cusk),1.4,1
197101,AL,1971,SPRING,252,1360,8,Representative,131,,, ,, ,, ,, ,43.5,-67.7,43.483333,-67.666667,20,4/24/1971,9:00,4/24/1971 0:00,9:20:00 AM,220,7.3,,4.3,,84,Brosme brosme (cusk),27.2,6
197101,AL,1971,SPRING,253,1360,6,Representative,111,,, ,, ,, ,, ,43.2,-67.6,43.166667,-67.616667,30,4/24/1971,10:55,4/24/1971 0:00,11:25:00 AM,201,7.2,,4.5,,84,Brosme brosme (cusk),4.5,2
197101,AL,1971,SPRING,258,1310,5,Representative,111,,, ,, ,, ,, ,42.8,-66.6,42.8,-66.583333,30,4/24/1971,22:51,4/24/1971 0:00,11:21:00 PM,167,6.4,,3.7,,84,Brosme brosme (cusk),5.4,2
197101,AL,1971,SPRING,260,1360,3,Representative,111,,, ,, ,, ,, ,42.866667,-67.3,42.9,-67.3,30,4/25/1971,3:55,4/25/1971 0:00,4:25:00 AM,261,7.2,,4.7,,84,Brosme brosme (cusk),3.6,1
197101,AL,1971,SPRING,262,1360,1,Representative,111,,, ,, ,, ,, ,42.783333,-67.733333,42.8,-67.75,30,4/25/1971,7:36,4/25/1971 0:00,8:06:00 AM,193,7.7,,4.7,,84,Brosme brosme (cusk),0,1
197101,AL,1971,SPRING,266,1310,3,Representative,111,,, ,, ,, ,, ,42.583333,-66.4,42.566667,-66.35,30,4/25/1971,19:01,4/25/1971 0:00,7:31:00 PM,210,7.8,,3.2,,84,Brosme brosme (cusk),3.6,2
197101,AL,1971,SPRING,281,1410,3,Representative,111,,, ,, ,, ,, ,43.216667,-64.616667,43.216667,-64.583333,30,4/27/1971,2:54,4/27/1971 0:00,3:24:00 AM,126,4.6,,2.8,,84,Brosme brosme (cusk),2.3,1
197101,AL,1971,SPRING,304,1410,9,Representative,111,,, ,, ,, ,, ,42.533333,-64.783333,42.533333,-64.85,30,4/29/1971,4:18,4/29/1971 0:00,4:48:00 AM,128,,,,,84,Brosme brosme (cusk),1.8,1
197101,AL,1971,SPRING,306,1410,8,Representative,111,,, ,, ,, ,, ,42.466667,-65.05,42.483333,-65.05,30,4/29/1971,8:01,4/29/1971 0:00,8:31:00 AM,122,,,,,84,Brosme brosme (cusk),1.8,1
197101,AL,1971,SPRING,311,1320,6,Representative,111,,, ,, ,, ,, ,42.583333,-65.516667,42.6,-65.5,30,4/29/1971,18:58,4/29/1971 0:00,7:28:00 PM,95,,,,,84,Brosme brosme (cusk),4.5,1
197106,AL,1971,FALL,123,1130,1,Representative,111,,, ,, ,, ,, ,40.35,-68.75,,,30,10/17/1971,2:45,10/17/1971 0:00,3:15:00 AM,87,13.5,,20.1,,84,Brosme brosme (cusk),0,1
197106,AL,1971,FALL,150,1220,2,Representative,123,,, ,, ,, ,, ,42.016667,-67.883333,,,30,10/20/1971,21:30,10/20/1971 0:00,10:00:00 PM,185,7.5,,15,,84,Brosme brosme (cusk),3.2,1
197106,AL,1971,FALL,158,1210,5,Non-Representative,145,,, ,, ,, ,, ,42.116667,-66.416667,,,30,10/21/1971,16:42,10/21/1971 0:00,5:12:00 PM,90,9,,14.1,,84,Brosme brosme (cusk),1.4,1
197106,AL,1971,FALL,210,1280,4,Representative,123,,, ,, ,, ,, ,42.316667,-68.816667,,,30,11/4/1971,22:03,11/4/1971 0:00,10:33:00 PM,206,7.4,,13.3,,84,Brosme brosme (cusk),2.7,1
197106,AL,1971,FALL,211,1370,1,Representative,111,,, ,, ,, ,, ,42.616667,-68.816667,,,30,11/5/1971,1:12,11/5/1971 0:00,1:42:00 AM,167,7.5,,12.2,,84,Brosme brosme (cusk),2.7,1
197106,AL,1971,FALL,212,1370,2,Representative,111,,, ,, ,, ,, ,42.633333,-68.75,,,30,11/5/1971,2:57,11/5/1971 0:00,3:27:00 AM,182,7.5,,12.6,,84,Brosme brosme (cusk),0.5,1
197106,AL,1971,FALL,213,1280,6,Representative,111,,, ,, ,, ,, ,42.533333,-68.666667,,,30,11/5/1971,4:55,11/5/1971 0:00,5:25:00 AM,194,7.5,,12.8,,84,Brosme brosme (cusk),2.7,1
197106,AL,1971,FALL,214,1290,8,Representative,111,,, ,, ,, ,, ,42.75,-67.883333,,,30,11/5/1971,10:50,11/5/1971 0:00,11:20:00 AM,197,7.6,,13,,84,Brosme brosme (cusk),4.5,1
197106,AL,1971,FALL,217,1290,7,Representative,111,,, ,, ,, ,, ,42.666667,-67.5,,,30,11/5/1971,19:22,11/5/1971 0:00,7:52:00 PM,220,6.9,,13.5,,84,Brosme brosme (cusk),5,2
197106,AL,1971,FALL,227,1290,3,Representative,123,,, ,, ,, ,, ,42.25,-65.816667,,,30,11/6/1971,19:46,11/6/1971 0:00,8:16:00 PM,219,8.3,,11.5,,84,Brosme brosme (cusk),2.7,1
197106,AL,1971,FALL,233,1490,2,Representative,135,,, ,, ,, ,, ,42.516667,-64.566667,,,30,11/7/1971,13:44,11/7/1971 0:00,2:14:00 PM,304,9.7,,13.3,,84,Brosme brosme (cusk),5.4,1
197106,AL,1971,FALL,240,1490,3,Representative,123,,, ,, ,, ,, ,42.816667,-63.8,,,30,11/8/1971,21:23,11/8/1971 0:00,9:53:00 PM,247,8.3,,13.5,,84,Brosme brosme (cusk),6.3,1
197106,AL,1971,FALL,248,1410,5,Representative,123,,, ,, ,, ,, ,43.35,-64.466667,,,30,11/10/1971,5:16,11/10/1971 0:00,5:46:00 AM,128,7.1,,11.8,,84,Brosme brosme (cusk),0,1
197106,AL,1971,FALL,258,5430,1,Representative,121,,, ,, ,, ,, ,44.116667,-63.816667,,,28,11/11/1971,11:05,11/11/1971 0:00,11:33:00 AM,152,7.8,,11.7,,84,Brosme brosme (cusk),8.2,1
197106,AL,1971,FALL,267,1310,5,Representative,111,,, ,, ,, ,, ,42.916667,-65.416667,,,30,11/12/1971,8:07,11/12/1971 0:00,8:37:00 AM,137,5.5,,11.2,,84,Brosme brosme (cusk),2.7,1
197106,AL,1971,FALL,268,1310,4,Representative,123,,, ,, ,, ,, ,42.766667,-65.55,,,30,11/12/1971,10:19,11/12/1971 0:00,10:49:00 AM,110,9.5,,10.3,,84,Brosme brosme (cusk),3.2,1
197106,AL,1971,FALL,274,1310,3,Representative,111,,, ,, ,, ,, ,42.766667,-66.6,,,30,11/13/1971,6:50,11/13/1971 0:00,7:20:00 AM,160,8.6,,9.7,,84,Brosme brosme (cusk),12.2,5
197106,AL,1971,FALL,277,1340,1,Representative,123,,, ,, ,, ,, ,43.066667,-66.683333,,,30,11/13/1971,13:50,11/13/1971 0:00,2:20:00 PM,156,8.6,,9.5,,84,Brosme brosme (cusk),4.1,2
197106,AL,1971,FALL,278,1340,2,Representative,135,,, ,, ,, ,, ,43.133333,-66.55,,,30,11/13/1971,16:30,11/13/1971 0:00,5:00:00 PM,92,9.4,,10,,84,Brosme brosme (cusk),7.7,3
197106,AL,1971,FALL,279,1330,1,Representative,111,,, ,, ,, ,, ,43.383333,-66.45,,,30,11/14/1971,0:35,11/14/1971 0:00,1:05:00 AM,96,10.1,,10.2,,84,Brosme brosme (cusk),3.2,1
197106,AL,1971,FALL,280,1360,7,Representative,111,,, ,, ,, ,, ,43.366667,-67.033333,,,30,11/14/1971,4:13,11/14/1971 0:00,4:43:00 AM,197,8.2,,9.7,,84,Brosme brosme (cusk),1.8,1
197106,AL,1971,FALL,281,1340,4,Representative,111,,, ,, ,, ,, ,43.616667,-67.016667,,,30,11/14/1971,7:32,11/14/1971 0:00,8:02:00 AM,174,8.3,,9.7,,84,Brosme brosme (cusk),8.2,1
197106,AL,1971,FALL,282,1340,5,Representative,111,,, ,, ,, ,, ,43.666667,-66.65,,,30,11/14/1971,12:43,11/14/1971 0:00,1:13:00 PM,128,9.1,,10,,84,Brosme brosme (cusk),0.9,1
197106,AL,1971,FALL,290,1350,2,Representative,111,,, ,, ,, ,, ,44.25,-66.85,,,30,11/15/1971,16:25,11/15/1971 0:00,4:55:00 PM,183,9.4,,9.9,,84,Brosme brosme (cusk),4.5,3
197106,AL,1971,FALL,298,1380,5,Representative,111,,, ,, ,, ,, ,43.7,-68.433333,,,30,11/16/1971,17:43,11/16/1971 0:00,6:13:00 PM,162,7.9,,10.1,,84,Brosme brosme (cusk),4.1,1
197106,AL,1971,FALL,302,1360,5,Representative,123,,, ,, ,, ,, ,43.4,-67.55,,,30,11/17/1971,7:05,11/17/1971 0:00,7:35:00 AM,223,8.2,,9.1,,84,Brosme brosme (cusk),15.4,3
197106,AL,1971,FALL,303,1360,9,Representative,123,,, ,, ,, ,, ,43.083333,-67.816667,,,30,11/17/1971,10:45,11/17/1971 0:00,11:15:00 AM,192,7.6,,10.4,,84,Brosme brosme (cusk),8.6,2
197106,AL,1971,FALL,308,1370,4,Representative,111,,, ,, ,, ,, ,43.083333,-68.9,,,30,11/18/1971,2:07,11/18/1971 0:00,2:37:00 AM,183,10.9,,9.9,,84,Brosme brosme (cusk),3.6,1
197106,AL,1971,FALL,314,1370,6,Representative,111,,, ,, ,, ,, ,43.083333,-69.566667,,,30,11/19/1971,0:24,11/19/1971 0:00,12:54:00 AM,128,10.8,,9.8,,84,Brosme brosme (cusk),22.7,3
197106,AL,1971,FALL,318,1270,3,Representative,111,,, ,, ,, ,, ,42.733333,-70.1,,,30,11/19/1971,9:30,11/19/1971 0:00,10:00:00 AM,112,7.8,,9.7,,84,Brosme brosme (cusk),5.4,1
197106,AL,1971,FALL,319,1260,5,Representative,111,,, ,, ,, ,, ,42.683333,-70.166667,,,30,11/19/1971,10:30,11/19/1971 0:00,11:00:00 AM,95,9.3,,10,,84,Brosme brosme (cusk),5.4,2
197202,AL,1972,SPRING,171,1220,5,Representative,135,,, ,, ,, ,, ,42.166667,-66.583333,,,30,4/4/1972,0:29,4/4/1972 0:00,12:59:00 AM,139,6.1,,5.1,,84,Brosme brosme (cusk),15.9,4
197202,AL,1972,SPRING,179,1220,3,Representative,111,,, ,, ,, ,, ,42.133333,-67.783333,,,30,4/4/1972,18:15,4/4/1972 0:00,6:45:00 PM,201,7,,4.5,,84,Brosme brosme (cusk),4.1,3
197202,AL,1972,SPRING,183,1290,2,Representative,123,,, ,, ,, ,, ,41.95,-68.25,,,30,4/5/1972,2:45,4/5/1972 0:00,3:15:00 AM,220,7.2,,4.4,,84,Brosme brosme (cusk),18.1,4
197202,AL,1972,SPRING,200,1240,1,Representative,111,,, ,, ,, ,, ,41.916667,-69.533333,,,30,4/6/1972,18:01,4/6/1972 0:00,6:31:00 PM,205,4.9,,4.6,,84,Brosme brosme (cusk),6.8,1
197202,AL,1972,SPRING,202,1280,3,Representative,111,,, ,, ,, ,, ,42.1,-69.516667,,,30,4/6/1972,22:45,4/6/1972 0:00,11:15:00 PM,211,6.2,,4.5,,84,Brosme brosme (cusk),7.7,2
197202,AL,1972,SPRING,204,1240,6,Representative,111,,, ,, ,, ,, ,42.216667,-69.033333,,,30,4/7/1972,3:57,4/7/1972 0:00,4:27:00 AM,164,5.7,,4.5,,84,Brosme brosme (cusk),3.6,1
197202,AL,1972,SPRING,219,1370,5,Representative,123,,, ,, ,, ,, ,42.616667,-68.983333,,,30,4/14/1972,10:52,4/14/1972 0:00,11:22:00 AM,201,7,,4,,84,Brosme brosme (cusk),8.2,3
197202,AL,1972,SPRING,220,1370,4,Representative,111,,, ,, ,, ,, ,42.866667,-69.316667,,,30,4/14/1972,14:16,4/14/1972 0:00,2:46:00 PM,151,7.9,,7.1,,84,Brosme brosme (cusk),12.7,4
197202,AL,1972,SPRING,223,1370,1,Representative,111,,, ,, ,, ,, ,43.05,-69.683333,,,30,4/15/1972,0:35,4/15/1972 0:00,1:05:00 AM,128,7.3,,6.8,,84,Brosme brosme (cusk),2.7,2
197202,AL,1972,SPRING,229,1270,3,Representative,111,,, ,, ,, ,, ,43.283333,-70.066667,,,30,4/15/1972,13:05,4/15/1972 0:00,1:35:00 PM,148,4,,4.6,,84,Brosme brosme (cusk),34.5,6
197202,AL,1972,SPRING,231,1380,1,Representative,121,,, ,, ,, ,, ,43.333333,-69.65,,,33,4/15/1972,18:51,4/15/1972 0:00,7:24:00 PM,180,4.9,,4.6,,84,Brosme brosme (cusk),44,4
197202,AL,1972,SPRING,232,1380,2,Representative,111,,, ,, ,, ,, ,43.433333,-69.066667,,,30,4/15/1972,22:18,4/15/1972 0:00,10:48:00 PM,151,4.9,,4.6,,84,Brosme brosme (cusk),11.3,2
197202,AL,1972,SPRING,235,1360,2,Representative,111,,, ,, ,, ,, ,43.033333,-67.916667,,,30,4/16/1972,8:12,4/16/1972 0:00,8:42:00 AM,192,7.3,,4.6,,84,Brosme brosme (cusk),0.9,1
197202,AL,1972,SPRING,239,1360,6,Representative,111,,, ,, ,, ,, ,43.333333,-67.55,,,30,4/16/1972,17:14,4/16/1972 0:00,5:44:00 PM,211,8.1,,4.9,,84,Brosme brosme (cusk),7.3,1
197202,AL,1972,SPRING,243,1380,4,Representative,111,,, ,, ,, ,, ,43.633333,-68.283333,,,30,4/17/1972,2:24,4/17/1972 0:00,2:54:00 AM,194,7.6,,4.8,,84,Brosme brosme (cusk),2.7,1
