"","stat_area","tow_id","survey","year","month","day","doy","tow_duration","lat","lon","catch_n","catch_n_f","catch_n_m","catch_n_a","catch_n_j","vessel","area_swept"
"971",467,"FL12.99","ME",2012,10,26,300,18,44.76717,-66.9747,22,10,12,20,2,"ME",14.4018
"972",513,"FL13.1","ME",2013,9,23,266,20,42.94033,-70.66058,360,170,190,191,169,"ME",15.154
"973",513,"FL13.10","ME",2013,9,25,268,20,43.28837,-70.53223,344,169,175,159,185,"ME",15.234
"974",513,"FL13.11","ME",2013,9,25,268,20,43.2021,-70.4091,81,31,50,33,48,"ME",16.634
"975",513,"FL13.12","ME",2013,9,25,268,15,43.15408,-70.37957,96,34,62,56,40,"ME",8.814
"976",513,"FL13.13","ME",2013,9,25,268,20,43.06317,-70.46053,51,23,28,46,5,"ME",16.834
"977",513,"FL13.15","ME",2013,9,26,269,20,43.1644,-70.27735,2,0,2,2,0,"ME",16.004
"978",513,"FL13.16","ME",2013,9,26,269,20,43.23438,-70.2124,4,0,4,4,0,"ME",16.756
"979",513,"FL13.17","ME",2013,9,26,269,20,43.39757,-70.12318,3,1,2,3,0,"ME",15.628
"980",513,"FL13.19","ME",2013,9,27,270,20,43.51285,-70.19217,221,98,123,109,112,"ME",16.206
"981",513,"FL13.2","ME",2013,9,23,266,20,42.91317,-70.64128,116,59,57,59,57,"ME",16.974
"982",513,"FL13.20","ME",2013,9,27,270,20,43.42255,-70.22857,87,38,49,58,29,"ME",16.35
"983",513,"FL13.21","ME",2013,9,27,270,20,43.50377,-70.35195,230,102,128,161,69,"ME",16.746
"984",513,"FL13.22","ME",2013,9,27,270,18,43.53208,-70.26377,491,253,238,255,236,"ME",13.4064
"985",513,"FL13.23","ME",2013,9,27,270,20,43.51743,-70.24075,170,91,79,72,98,"ME",15.848
"986",513,"FL13.24","ME",2013,9,30,273,20,43.54908,-69.96438,6,3,3,5,1,"ME",16.062
"987",513,"FL13.25","ME",2013,9,30,273,20,43.50907,-70.11703,144,66,78,36,108,"ME",16.19
"988",513,"FL13.27","ME",2013,10,1,274,20,43.54098,-69.8728,12,6,6,12,0,"ME",16.484
"989",513,"FL13.28","ME",2013,10,1,274,19,43.5607666,-69.7845,5,2,3,5,0,"ME",15.2589
"990",513,"FL13.29","ME",2013,10,1,274,20,43.58042,-69.84628,49,30,19,46,3,"ME",16.302
"991",513,"FL13.3","ME",2013,9,23,266,20,42.93513,-70.74645,345,191,154,160,185,"ME",16.032
"992",513,"FL13.30","ME",2013,10,1,274,20,43.60097,-69.87247,74,35,39,50,24,"ME",16.146
"993",513,"FL13.31","ME",2013,10,1,274,20,43.66615,-69.90788,545,320,224,252,293,"ME",16.532
"994",513,"FL13.32","ME",2013,10,2,275,20,43.71185,-69.69232,218,108,110,112,106,"ME",16.548
"995",513,"FL13.33","ME",2013,10,2,275,20,43.73783,-69.73825,829,390,439,599,230,"ME",15.654
"996",513,"FL13.34","ME",2013,10,2,275,13,43.6978,-69.74838,317,161,156,223,94,"ME",6.9225
"997",513,"FL13.35","ME",2013,10,2,275,20,43.65868,-69.81033,297,147,150,216,81,"ME",16.866
"998",513,"FL13.36","ME",2013,10,2,275,19,43.62512,-69.7144,52,26,26,39,13,"ME",15.0765
"999",513,"FL13.37","ME",2013,10,2,275,15,43.78685,-69.64738,256,133,123,70,186,"ME",9.288
"1000",513,"FL13.38","ME",2013,10,3,276,20,43.6826,-69.51273,5,2,3,2,3,"ME",17.69
"1001",513,"FL13.40","ME",2013,10,3,276,20,43.61983,-69.40638,2,0,2,1,1,"ME",16.388
"1002",513,"FL13.41","ME",2013,10,3,276,19,43.75453,-69.36032,150,73,77,107,43,"ME",15.7434
"1003",513,"FL13.42","ME",2013,10,3,276,20,43.71873,-69.45335,8,4,4,6,2,"ME",16.966
"1004",513,"FL13.43","ME",2013,10,4,277,15,43.81897,-69.52815,354,182,172,120,234,"ME",9.069
"1005",513,"FL13.44","ME",2013,10,4,277,20,43.83782,-69.48415,248,118,130,67,181,"ME",15.622
"1006",513,"FL13.45","ME",2013,10,4,277,19,43.82043,-69.34965,191,97,94,37,154,"ME",14.1626
"1007",512,"FL13.46","ME",2013,10,7,280,20,43.76212,-69.21283,180,87,93,75,105,"ME",16.186
"1008",512,"FL13.47","ME",2013,10,7,280,17,43.74548,-69.17042,143,67,76,98,45,"ME",12.1414
"1009",512,"FL13.48","ME",2013,10,7,280,16,43.77472,-69.15308,119,54,65,64,55,"ME",10.8384
"1010",512,"FL13.49","ME",2013,10,7,280,16,43.88638,-69.22805,645,333,312,265,380,"ME",10.3248
"1011",513,"FL13.5","ME",2013,9,24,267,20,42.9416,-70.45175,3,1,2,3,0,"ME",15.51
"1012",512,"FL13.50","ME",2013,10,8,281,20,44.18182,-69.02042,516,225,291,318,198,"ME",17.028
"1013",512,"FL13.51","ME",2013,10,8,281,20,44.25717,-68.78738,15,5,10,13,2,"ME",17.714
"1014",512,"FL13.52","ME",2013,10,8,281,15,44.24422,-68.71963,54,18,36,43,11,"ME",9.7905
"1015",512,"FL13.53","ME",2013,10,8,281,20,44.29395,-68.75408,3,3,0,2,1,"ME",16.954
"1016",512,"FL13.54","ME",2013,10,8,281,17,44.29543,-68.96822,289,139,150,200,89,"ME",11.1503
"1017",512,"FL13.55","ME",2013,10,9,282,20,43.85258,-69.06005,427,219,208,128,299,"ME",16.908
"1018",513,"FL13.56","ME",2013,10,9,282,20,43.58167,-69.0826,3,3,0,1,2,"ME",16.212
"1019",512,"FL13.57","ME",2013,10,9,282,20,43.60972,-68.94223,13,3,10,11,2,"ME",17.288
"1020",512,"FL13.58","ME",2013,10,9,282,20,43.61478,-68.85023,10,6,4,10,0,"ME",16.116
"1021",512,"FL13.59","ME",2013,10,9,282,18,43.67957,-68.85778,46,27,19,43,3,"ME",13.2966
"1022",513,"FL13.6","ME",2013,9,24,267,20,42.92557,-70.50698,10,2,8,10,0,"ME",16.35
"1023",512,"FL13.60","ME",2013,10,10,283,20,43.90747,-68.75755,315,152,163,175,140,"ME",16.946
"1024",512,"FL13.61","ME",2013,10,10,283,20,43.89535,-68.6722,210,100,110,115,95,"ME",17.094
"1025",512,"FL13.62","ME",2013,10,10,283,11,43.85228,-68.62605,49,30,19,40,9,"ME",4.7443
"1026",512,"FL13.63","ME",2013,10,10,283,16,43.78513,-68.65913,31,12,19,31,0,"ME",10.4736
"1027",512,"FL13.64","ME",2013,10,10,283,12,43.85313,-68.73875,184,108,76,83,101,"ME",5.3844
"1028",512,"FL13.65","ME",2013,10,11,284,13,44.14697,-68.75983,284,121,163,184,100,"ME",7.0044
"1029",512,"FL13.66","ME",2013,10,11,284,20,44.1543,-68.78627,82,26,56,63,19,"ME",15.858
"1030",512,"FL13.67","ME",2013,10,14,287,20,43.90375,-68.36913,54,37,17,53,1,"ME",16.51
"1031",512,"FL13.68","ME",2013,10,14,287,18,44.05573,-68.39327,618,322,296,211,407,"ME",12.843
"1032",512,"FL13.69","ME",2013,10,14,287,20,44.01262,-68.39428,633,345,288,450,183,"ME",16.81
"1033",513,"FL13.7","ME",2013,9,24,267,20,42.97825,-70.516,120,49,71,67,53,"ME",15.828
"1034",512,"FL13.70","ME",2013,10,15,288,18,44.34588,-68.53927,55,17,38,38,17,"ME",12.789
"1035",512,"FL13.71","ME",2013,10,15,288,20,44.39073,-68.49515,20,7,13,17,3,"ME",16.634
"1036",512,"FL13.72","ME",2013,10,15,288,22,44.36988,-68.44577,18,10,8,15,3,"ME",19.6086
"1037",512,"FL13.73","ME",2013,10,16,289,20,44.04055,-68.26532,211,103,108,170,41,"ME",16.294
"1038",512,"FL13.74","ME",2013,10,16,289,17,43.9983,-68.09865,61,39,22,40,21,"ME",10.9038
"1039",512,"FL13.75","ME",2013,10,16,289,20,43.99458,-68.05595,19,10,9,19,0,"ME",17.21
"1040",512,"FL13.76","ME",2013,10,16,289,20,44.02223,-67.99077,3,3,0,3,0,"ME",16.702
"1041",512,"FL13.77","ME",2013,10,17,290,20,44.22805,-68.13298,712,342,370,200,512,"ME",17.63
"1042",512,"FL13.78","ME",2013,10,17,290,15,44.12893,-68.0071,105,56,49,88,17,"ME",7.8975
"1043",512,"FL13.79","ME",2013,10,17,290,20,44.15075,-67.90928,207,100,107,189,18,"ME",17.59
"1044",513,"FL13.8","ME",2013,9,25,268,18,43.19713,-70.54535,327,170,157,208,119,"ME",12.3696
"1045",512,"FL13.80","ME",2013,10,17,290,20,44.18815,-68.02987,187,94,93,129,58,"ME",15.138
"1046",512,"FL13.81","ME",2013,10,17,290,20,44.26607,-68.0254,490,242,248,196,294,"ME",16.438
"1047",512,"FL13.82","ME",2013,10,18,291,20,44.28517,-68.13085,545,274,271,238,307,"ME",17.178
"1048",512,"FL13.83","ME",2013,10,18,291,17,44.44842,-68.15785,126,58,68,72,54,"ME",11.6773
"1049",512,"FL13.84","ME",2013,10,18,291,20,44.43828,-68.24313,116,48,68,87,29,"ME",15.558
"1050",512,"FL13.85","ME",2013,10,18,291,20,44.36757,-68.16723,265,123,142,91,174,"ME",16.874
"1051",512,"FL13.86","ME",2013,10,21,294,20,44.24707,-67.91765,193,100,93,120,73,"ME",17.262
"1052",511,"FL13.87","ME",2013,10,21,294,20,44.19792,-67.76477,8,6,2,7,1,"ME",16.272
"1053",511,"FL13.88","ME",2013,10,22,295,11,44.36998,-67.6704,225,114,111,167,58,"ME",5.4098
"1054",511,"FL13.89","ME",2013,10,22,295,20,44.34367,-67.7535,296,146,150,200,96,"ME",17.716
"1055",513,"FL13.9","ME",2013,9,25,268,16,43.26973,-70.57185,359,147,212,214,145,"ME",10.5472
"1056",511,"FL13.90","ME",2013,10,22,295,20,44.46157,-67.85507,9,4,5,3,6,"ME",15.368
"1057",511,"FL13.92","ME",2013,10,23,296,13,44.34795,-67.50877,132,72,60,120,12,"ME",6.8627
"1058",511,"FL13.93","ME",2013,10,23,296,20,44.27687,-67.50478,25,21,4,25,0,"ME",16.172
"1059",511,"FL13.94","ME",2013,10,23,296,20,44.28,-67.56985,35,28,7,35,0,"ME",17.196
"1060",511,"FL13.95","ME",2013,10,24,297,16,44.4257,-67.15408,31,18,13,31,0,"ME",11.7904
"1061",511,"FL13.96","ME",2013,10,25,298,20,44.59352,-67.45217,2,2,0,1,1,"ME",16.082
"1062",513,"FL14.1","ME",2014,9,29,272,20,42.93445,-70.52753,41,11,30,37,4,"ME",16.774
"1063",513,"FL14.10","ME",2014,10,1,274,19,43.18572,-70.58178,91,46,45,66,25,"ME",14.1018
"1064",513,"FL14.11","ME",2014,10,1,274,20,43.23973,-70.5749,339,151,188,277,62,"ME",16.55
"1065",513,"FL14.12","ME",2014,10,1,274,20,43.30755,-70.49438,379,173,206,220,159,"ME",15.586
"1066",513,"FL14.13","ME",2014,10,1,274,20,43.23635,-70.51707,317,164,153,180,137,"ME",15.662
"1067",513,"FL14.14","ME",2014,10,1,274,19,43.21373,-70.40165,144,64,80,83,61,"ME",14.7345
"1068",513,"FL14.15","ME",2014,10,2,275,20,43.15673,-70.26588,1,1,0,1,0,"ME",16.822
"1069",513,"FL14.16","ME",2014,10,2,275,20,43.19123,-70.22215,1,0,1,1,0,"ME",15.924
"1070",513,"FL14.18","ME",2014,10,2,275,20,43.39658,-70.08043,3,1,2,3,0,"ME",17.382
"1071",513,"FL14.19","ME",2014,10,3,276,20,43.44932,-70.18278,107,41,66,93,14,"ME",17.004
"1072",513,"FL14.2","ME",2014,9,29,272,20,42.88882,-70.61062,26,9,17,25,1,"ME",15.742
"1073",513,"FL14.20","ME",2014,10,3,276,20,43.41193,-70.23197,145,69,76,118,27,"ME",15.594
"1074",513,"FL14.21","ME",2014,10,3,276,14,43.42172,-70.27438,124,58,66,73,51,"ME",8.008
"1075",513,"FL14.22","ME",2014,10,3,276,20,43.5033,-70.3646,17,5,12,3,14,"ME",15.918
"1076",513,"FL14.23","ME",2014,10,6,279,18,43.71043,-70.17545,388,163,225,201,187,"ME",13.7412
"1077",513,"FL14.24","ME",2014,10,6,279,20,43.67605,-70.14388,707,370,337,323,384,"ME",16.614
"1078",513,"FL14.25","ME",2014,10,6,279,16,43.65115,-70.00655,190,103,87,77,113,"ME",9.8112
"1079",513,"FL14.26","ME",2014,10,6,279,20,43.65785,-69.9113,656,402,254,361,295,"ME",15.352
"1080",513,"FL14.27","ME",2014,10,6,279,16,43.7825,-70.02205,54,22,32,35,19,"ME",10.0304
"1081",513,"FL14.28","ME",2014,10,7,280,20,43.56968,-69.95832,71,40,31,46,25,"ME",16.676
"1082",513,"FL14.29","ME",2014,10,7,280,20,43.50555,-70.00193,7,1,6,7,0,"ME",16.158
"1083",513,"FL14.3","ME",2014,9,29,272,20,42.8843,-70.6754,126,62,64,90,36,"ME",15.936
"1084",513,"FL14.30","ME",2014,10,7,280,20,43.51065,-69.92933,2,2,0,2,0,"ME",16.22
"1085",513,"FL14.31","ME",2014,10,7,280,20,43.50665,-69.88067,1,0,1,1,0,"ME",16.296
"1086",513,"FL14.32","ME",2014,10,7,280,15,43.57308,-69.80845,17,10,7,16,1,"ME",9.2385
"1087",513,"FL14.33","ME",2014,10,8,281,20,43.68965,-69.65628,220,107,113,98,122,"ME",16.654
"1088",513,"FL14.34","ME",2014,10,9,282,15,43.62523,-69.5984,35,14,21,33,2,"ME",9.033
"1089",513,"FL14.35","ME",2014,10,9,282,20,43.61745,-69.40783,1,1,0,1,0,"ME",15.948
"1090",513,"FL14.36","ME",2014,10,9,282,16,43.66357,-69.44737,6,4,2,5,1,"ME",11.056
"1091",513,"FL14.37","ME",2014,10,9,282,20,43.72545,-69.51032,43,19,24,30,13,"ME",16.476
"1092",513,"FL14.38","ME",2014,10,9,282,20,43.78653,-69.49222,244,108,136,100,144,"ME",16.378
"1093",513,"FL14.39","ME",2014,10,10,283,16,43.76857,-69.38855,223,122,101,133,90,"ME",10.0128
"1094",513,"FL14.4","ME",2014,9,29,272,16,42.94207,-70.72045,168,95,73,73,95,"ME",9.888
"1095",512,"FL14.40","ME",2014,10,10,283,20,43.8537,-69.28163,1297,688,609,548,749,"ME",16.106
"1096",512,"FL14.41","ME",2014,10,13,286,19,43.75317,-69.14545,82,47,35,66,16,"ME",13.6154
"1097",512,"FL14.42","ME",2014,10,13,286,18,43.73325,-69.0766,220,96,124,171,49,"ME",13.9194
"1098",512,"FL14.43","ME",2014,10,13,286,19,43.76972,-69.17785,499,262,237,209,290,"ME",13.9422
"1099",512,"FL14.44","ME",2014,10,13,286,20,43.84935,-69.28467,1495,735,760,524,971,"ME",15.424
"1100",512,"FL14.45","ME",2014,10,14,287,19,44.21328,-69.008,442,174,268,311,131,"ME",14.9872
"1101",512,"FL14.46","ME",2014,10,14,287,20,44.2972,-68.76967,12,5,7,12,0,"ME",16.21
"1102",512,"FL14.47","ME",2014,10,14,287,18,44.3233,-68.86567,23,5,18,21,2,"ME",13.9824
"1103",512,"FL14.48","ME",2014,10,14,287,20,44.25737,-68.89453,94,48,46,76,18,"ME",17.76
"1104",512,"FL14.49","ME",2014,10,14,287,20,44.21685,-68.90352,139,44,95,128,11,"ME",17.56
"1105",513,"FL14.5","ME",2014,9,29,272,11,42.9827,-70.66328,74,35,39,54,20,"ME",4.6794
"1106",512,"FL14.50","ME",2014,10,15,288,19,43.80672,-69.04357,542,280,262,284,258,"ME",15.4166
"1107",513,"FL14.51","ME",2014,10,15,288,20,43.63797,-69.14127,6,4,2,5,1,"ME",17.122
"1108",513,"FL14.52","ME",2014,10,15,288,20,43.57697,-69.03762,4,3,1,4,0,"ME",15.868
"1109",512,"FL14.53","ME",2014,10,15,288,20,43.53742,-68.96237,17,10,7,14,3,"ME",16.33
"1110",512,"FL14.54","ME",2014,10,15,288,18,43.61465,-68.85008,13,5,8,13,0,"ME",12.8916
"1111",512,"FL14.55","ME",2014,10,16,289,17,43.93313,-68.77757,671,357,314,340,331,"ME",11.3373
"1112",512,"FL14.56","ME",2014,10,16,289,20,43.88612,-68.68482,247,127,120,143,104,"ME",16.216
"1113",512,"FL14.57","ME",2014,10,16,289,20,43.83702,-68.54832,25,14,11,23,2,"ME",15.818
"1114",512,"FL14.58","ME",2014,10,16,289,20,43.74257,-68.63588,23,10,13,23,0,"ME",17.232
"1115",512,"FL14.59","ME",2014,10,16,289,20,43.76603,-68.72355,139,62,77,105,34,"ME",16.43
"1116",513,"FL14.6","ME",2014,9,30,273,20,42.97575,-70.40602,1,1,0,1,0,"ME",16.044
"1117",512,"FL14.60","ME",2014,10,17,290,20,43.98737,-68.74915,437,226,211,196,241,"ME",16.306
"1118",512,"FL14.61","ME",2014,10,17,290,20,44.1027,-68.77302,272,131,141,162,110,"ME",15.82
"1119",512,"FL14.62","ME",2014,10,17,290,18,44.16995,-68.79645,27,8,19,22,5,"ME",13.329
"1120",512,"FL14.63","ME",2014,10,20,293,20,43.87818,-68.3911,24,16,8,24,0,"ME",16.978
"1121",512,"FL14.64","ME",2014,10,20,293,15,43.895,-68.29753,7,6,1,7,0,"ME",8.169
"1122",512,"FL14.65","ME",2014,10,20,293,20,43.9503,-68.23943,48,31,17,48,0,"ME",16.816
"1123",512,"FL14.66","ME",2014,10,21,294,20,44.07055,-68.12573,195,112,83,148,47,"ME",15.778
"1124",512,"FL14.67","ME",2014,10,21,294,15,44.0503,-68.25238,271,168,103,210,61,"ME",8.8185
"1125",512,"FL14.68","ME",2014,10,22,295,20,44.35365,-68.53742,30,10,20,21,9,"ME",15.614
"1126",512,"FL14.69","ME",2014,10,21,294,20,44.38875,-68.51905,9,0,9,9,0,"ME",16.078
"1127",513,"FL14.7","ME",2014,9,30,273,20,43.03773,-70.41093,13,6,7,10,3,"ME",16.01
"1128",512,"FL14.70","ME",2014,10,22,295,20,44.3649,-68.46827,1,1,0,1,0,"ME",15.74
"1129",512,"FL14.71","ME",2014,10,24,297,21,44.28197,-68.13098,521,261,260,283,238,"ME",18.3876
"1130",512,"FL14.72","ME",2014,10,24,297,20,44.22703,-68.13382,515,273,242,241,274,"ME",16.334
"1131",512,"FL14.73","ME",2014,10,24,297,15,44.18622,-67.97252,210,110,100,153,57,"ME",9.501
"1132",512,"FL14.74","ME",2014,10,25,298,14,44.43638,-68.21335,50,24,26,37,13,"ME",7.1568
"1133",512,"FL14.75","ME",2014,10,25,298,20,44.40303,-68.2136,12,3,9,8,4,"ME",16.568
"1134",512,"FL14.76","ME",2014,10,25,298,20,44.35895,-68.16695,667,279,388,296,371,"ME",15.628
"1135",511,"FL14.77","ME",2014,10,27,300,20,44.15735,-67.79963,38,21,17,38,0,"ME",16.924
"1136",511,"FL14.78","ME",2014,10,27,300,20,44.1841,-67.8274,9,9,0,9,0,"ME",16.698
"1137",512,"FL14.79","ME",2014,10,27,300,20,44.22897,-67.89993,307,181,126,226,81,"ME",15.936
"1138",513,"FL14.8","ME",2014,9,30,273,20,43.12172,-70.3508,8,1,7,8,0,"ME",17.036
"1139",511,"FL14.80","ME",2014,10,28,301,15,44.39397,-67.6926,355,193,162,167,188,"ME",9.603
"1140",511,"FL14.81","ME",2014,10,28,301,20,44.3306,-67.67132,569,273,296,479,90,"ME",17.196
"1141",511,"FL14.82","ME",2014,10,28,301,20,44.32005,-67.53107,60,37,23,60,0,"ME",17.758
"1142",511,"FL14.83","ME",2014,10,28,301,20,44.2808,-67.63638,88,49,39,83,5,"ME",17.26
"1143",511,"FL14.84","ME",2014,10,28,301,20,44.26243,-67.67807,45,28,17,45,0,"ME",17.166
"1144",511,"FL14.85","ME",2014,10,29,302,20,44.48723,-67.65023,142,70,72,75,67,"ME",16.188
"1145",511,"FL14.86","ME",2014,10,29,302,18,44.50185,-67.70052,51,22,29,28,23,"ME",12.9528
"1146",511,"FL14.87","ME",2014,10,29,302,19,44.4992,-67.77682,48,12,36,30,18,"ME",14.8523
"1147",511,"FL14.88","ME",2014,10,30,303,13,44.51723,-67.52088,116,56,60,42,74,"ME",7.0525
"1148",511,"FL14.89","ME",2014,10,30,303,17,44.48342,-67.50658,425,221,204,136,289,"ME",11.2353
"1149",513,"FL14.9","ME",2014,9,30,273,17,43.09528,-70.47635,2,0,2,2,0,"ME",11.9102
"1150",511,"FL14.90","ME",2014,10,30,303,20,44.4989,-67.42132,208,101,107,121,87,"ME",16.266
"1151",511,"FL14.91","ME",2014,10,30,303,20,44.52385,-67.31242,205,113,92,95,110,"ME",16.416
"1152",511,"FL14.92","ME",2014,10,30,303,13,44.5416,-67.19362,98,54,44,64,34,"ME",7.7103
"1153",511,"FL14.93","ME",2014,10,31,304,20,44.37637,-67.14113,30,23,7,30,0,"ME",16.148
"1154",511,"FL14.94","ME",2014,10,31,304,20,44.38915,-67.09485,24,19,5,24,0,"ME",15.77
"1155",513,"FL15.1","ME",2015,9,28,271,20,42.95777,-70.46697,10,3,7,9,1,"ME",16.176
"1156",513,"FL15.12","ME",2015,9,30,273,12,43.16457,-70.44707,64,38,26,39,25,"ME",5.9928
"1157",513,"FL15.13","ME",2015,10,1,274,19,43.2652,-70.25262,6,3,3,5,1,"ME",14.877
"1158",513,"FL15.14","ME",2015,10,1,274,20,43.26653,-70.18188,1,0,1,1,0,"ME",16.48
"1159",513,"FL15.15","ME",2015,10,1,274,20,43.32493,-70.19433,22,10,12,15,7,"ME",16.584
"1160",513,"FL15.16","ME",2015,10,1,274,20,43.46863,-70.07708,18,6,12,14,4,"ME",17.108
"1161",513,"FL15.17","ME",2015,10,2,275,13,43.51513,-70.2222313,392,198,194,208,184,"ME",6.8133
"1162",513,"FL15.18","ME",2015,10,2,275,20,43.53237,-70.26228,1099,531,568,581,518,"ME",16.09
"1163",513,"FL15.19","ME",2015,10,2,275,18,43.55288,-70.28105,298,126,172,134,164,"ME",12.8772
"1164",513,"FL15.2","ME",2015,9,28,271,20,42.93598,-70.52715,31,15,16,29,2,"ME",16.27
"1165",513,"FL15.20","ME",2015,10,5,278,20,43.6921,-70.214,27,9,18,19,8,"ME",16.454
"1166",513,"FL15.21","ME",2015,10,6,279,15,43.5411,-70.0113,91,49,42,50,41,"ME",9.315
"1167",513,"FL15.22","ME",2015,10,6,279,20,43.45792,-69.91638,2,2,0,0,2,"ME",16.706
"1168",513,"FL15.23","ME",2015,10,6,279,20,43.5012,-69.92627,1,0,1,1,0,"ME",16.666
"1169",513,"FL15.24","ME",2015,10,6,279,16,43.59737,-69.8426,102,53,49,85,17,"ME",10.0528
"1170",513,"FL15.25","ME",2015,10,7,280,14,43.72273,-69.5511,241,121,120,114,127,"ME",7.9002
"1171",513,"FL15.26","ME",2015,10,7,280,20,43.61318,-69.41572,1,1,0,1,0,"ME",17.13
"1172",513,"FL15.29","ME",2015,10,8,281,19,43.7881,-69.6183,547,286,261,116,431,"ME",15.1202
"1173",513,"FL15.3","ME",2015,9,28,271,18,42.90777,-70.6421,160,78,81,107,53,"ME",13.689
"1174",513,"FL15.30","ME",2015,10,8,281,15,43.71432,-69.73897,769,391,378,482,287,"ME",9.126
"1175",513,"FL15.31","ME",2015,10,8,281,20,43.7471,-69.73915,501,228,273,259,242,"ME",15.936
"1176",513,"FL15.32","ME",2015,10,8,281,19,43.69937,-69.68463,322,165,157,187,135,"ME",14.7573
"1177",513,"FL15.33","ME",2015,10,8,281,20,43.73298,-69.69993,427,231,195,174,253,"ME",16.964
"1178",513,"FL15.34","ME",2015,10,9,282,20,43.80708,-69.49535,522,274,248,157,365,"ME",16.762
"1179",513,"FL15.35","ME",2015,10,9,282,20,43.74015,-69.34357,329,176,153,176,153,"ME",15.856
"1180",512,"FL15.36","ME",2015,10,12,285,20,43.7692,-69.21598,518,259,259,229,289,"ME",16.622
"1181",512,"FL15.37","ME",2015,10,12,285,20,43.80813,-69.11517,872,437,435,376,496,"ME",16.534
"1182",512,"FL15.38","ME",2015,10,12,285,20,43.81598,-69.06687,778,397,381,398,380,"ME",16.304
"1183",512,"FL15.39","ME",2015,10,12,285,20,43.8726,-69.07715,1325,656,669,430,895,"ME",16.402
"1184",513,"FL15.4","ME",2015,9,28,271,20,42.93183,-70.74577,554,302,252,301,253,"ME",16.544
"1185",512,"FL15.40","ME",2015,10,12,285,20,43.93213,-69.128,968,456,512,407,561,"ME",16.96
"1186",512,"FL15.41","ME",2015,10,13,286,20,44.1768,-68.93932,439,195,244,290,149,"ME",17.178
"1187",512,"FL15.42","ME",2015,10,13,286,20,44.26823,-68.85942,46,19,27,41,5,"ME",16.62
"1188",512,"FL15.43","ME",2015,10,13,286,15,44.31595,-68.92048,172,62,110,128,44,"ME",9.3075
"1189",512,"FL15.44","ME",2015,10,13,286,15,44.2263,-69.03887,563,220,343,418,145,"ME",8.5725
"1190",512,"FL15.45","ME",2015,10,13,286,18,44.12993,-69.05502,446,208,238,177,269,"ME",13.077
"1191",513,"FL15.46","ME",2015,10,14,287,20,43.58218,-69.0424,5,3,2,3,2,"ME",16.666
"1192",513,"FL15.47","ME",2015,10,14,287,20,43.5497,-69.07025,1,0,1,0,1,"ME",16.846
"1193",513,"FL15.48","ME",2015,10,14,287,20,43.60442,-69.06742,4,3,1,4,0,"ME",16.242
"1194",512,"FL15.49","ME",2015,10,15,288,20,43.93615,-68.77343,917,460,457,512,405,"ME",15.704
"1195",513,"FL15.5","ME",2015,9,28,271,18,42.9867,-70.67583,355,162,193,146,209,"ME",12.789
"1196",512,"FL15.50","ME",2015,10,15,288,15,43.76653,-68.7835,286,145,141,226,60,"ME",8.994
"1197",512,"FL15.51","ME",2015,10,15,288,20,43.91283,-68.75557,559,278,281,283,276,"ME",16.958
"1198",512,"FL15.52","ME",2015,10,16,289,15,43.98758,-68.75225,832,437,395,313,519,"ME",9.663
"1199",512,"FL15.53","ME",2015,10,16,289,13,44.16527,-68.76067,456,207,247,256,200,"ME",7.3931
"1200",512,"FL15.54","ME",2015,10,16,289,20,44.15997,-68.79008,87,29,58,56,31,"ME",16.496
"1201",512,"FL15.55","ME",2015,10,19,292,20,43.86558,-68.49002,52,32,20,50,2,"ME",16.374
"1202",512,"FL15.56","ME",2015,10,19,292,20,43.85985,-68.41665,24,16,8,24,0,"ME",15.89
"1203",512,"FL15.57","ME",2015,10,19,292,20,43.90125,-68.41797,79,52,27,79,0,"ME",16.508
"1204",512,"FL15.58","ME",2015,10,20,293,20,44.37607,-68.53143,9,4,5,6,3,"ME",16.584
"1205",512,"FL15.59","ME",2015,10,20,293,20,44.3571,-68.45653,25,3,22,24,1,"ME",16.714
"1206",513,"FL15.6","ME",2015,9,29,272,18,43.025,-70.57028,154,69,85,83,71,"ME",13.1238
"1207",512,"FL15.60","ME",2015,10,20,293,20,44.38297,-68.41975,5,3,2,4,1,"ME",16.21
"1208",512,"FL15.61","ME",2015,10,21,294,20,44.01885,-68.03863,37,22,15,37,0,"ME",17.148
"1209",512,"FL15.62","ME",2015,10,21,294,20,44.06005,-68.12505,261,152,109,194,67,"ME",16.976
"1210",512,"FL15.63","ME",2015,10,22,295,20,44.17703,-68.04043,436,225,211,226,210,"ME",16.676
"1211",512,"FL15.64","ME",2015,10,22,295,20,44.17253,-68.00598,485,266,219,334,151,"ME",15.906
"1212",512,"FL15.65","ME",2015,10,22,295,11,44.18487,-67.91895,144,67,77,98,46,"ME",4.2207
"1213",512,"FL15.66","ME",2015,10,23,296,20,44.27085,-68.13278,741,375,366,422,319,"ME",15.268
"1214",512,"FL15.67","ME",2015,10,23,296,20,44.30212,-68.0702,670,332,338,348,322,"ME",16.562
"1215",512,"FL15.68","ME",2015,10,23,296,20,44.26948,-68.0238,730,384,346,330,400,"ME",16.754
"1216",512,"FL15.69","ME",2015,10,23,296,20,44.33487,-68.11618,760,369,391,329,431,"ME",16.376
"1217",513,"FL15.7","ME",2015,9,29,272,16,43.08215,-70.45065,82,36,46,69,13,"ME",10.2096
"1218",512,"FL15.70","ME",2015,10,26,299,20,44.22,-67.91622,437,237,199,280,157,"ME",17.216
